"","Sites_notre_num_rotation_","Site_Suisse","x","y","ch_edaphic_eivdescombes_pixel_d","ch_edaphic_eivdescombes_pixel_f","ch_edaphic_eivdescombes_pixel_h","ch_edaphic_eivdescombes_pixel_k","ch_edaphic_eivdescombes_pixel_l","ch_edaphic_eivdescombes_pixel_n","ch_edaphic_eivdescombes_pixel_r","ch_edaphic_eivdescombes_pixel_w","meanEVI_annualmax_2017_2021","meanEVI_annualmean_2017_2021","meanEVI_annualmedian_2017_2021","meanEVI_annualmin_2017_2021","meanEVI_annualrange_2017_2021","meanEVI_annualstd_2017_2021","meanGCI_annualmax_2017_2021","meanGCI_annualmean_2017_2021","meanGCI_annualmedian_2017_2021","meanGCI_annualmin_2017_2021","meanGCI_annualrange_2017_2021","meanGCI_annualstd_2017_2021","AI_8110_LV95","bio1_t_8110_LV95","bio10_twarmq_8110_LV95","bio11_tcoldq_8110_LV95","bio12_p_8110_LV95","bio13_pwet_8110_LV95","bio14_pdry_8110_LV95","bio15_ps_8110_LV95","bio16_pwetq_8110_LV95","bio17_pdryq_8110_LV95","bio18_pwarmq_8110_LV95","bio19_pcoldq_8110_LV95","bio2_tdr_8110_LV95","bio3_tiso_8110_LV95","bio4_ts_8110_LV95","bio5_tmaxw_8110_LV95","bio6_tminc_8110_LV95","bio7_tar_8110_LV95","bio8_twetq_8110_LV95","bio9_tdryq_8110_LV95","etpY_8110_LV95","gdd0Y_8110_LV95","gdd3Y_8110_LV95","gdd5Y_8110_LV95","SrelY_8110_LV95","SCD15_final","SCD40_final","EauxStagnantes_prop","ForetBuissannante_prop","ForetClairsemee_prop","ForetDense_prop","Glacier_prop","RocheMeubler_prop","Rocks_Min80Per_prop","ZHumide_prop","east_mean","eastSlope_mean","mnt_mean","north_mean","northSlope_mean","roughness_mean","slope_mean","TPI_mean","TRI_mean","CanopyVaud2m_max","CanopyVaud2m_mean","CanopyVaud2m_median","CanopyVaud2m_min","CanopyVaud2m_sd","sradY"
"135","P134","510",2570000.025,1124099.6119,2.4991180896759,2.43640971183777,3.03575754165649,3.4396653175354,3.69424486160278,2.72479629516602,6.59069108963013,1.62664914131165,38246001,17420000,17900000,-587500,40120000,7847500,73427504,40442500,39475000,5245000,68185000,17150000,39,8.5,16.5,0.699999988079071,1280.40002441406,131.5,86.4000015258789,15.1999998092651,392.899993896484,278.700012207031,392.899993896484,286.700012207031,8.39999961853027,32.9000015258789,641.700012207031,22.7000007629395,-2.79999995231628,25.5,16.5,1.79999995231628,510.600006103516,3211.60009765625,2328.60009765625,1822.40002441406,49.2000007629395,50,50,0,0,0,0,0,0,0,0,0.0861012786626816,0.0371962673962116,852.297485351562,-0.99479728937149,-0.420130431652069,1.02749633789062,24.9906101226807,0.0262584686279297,0.358121871948242,0.40081787109375,0.161834716796875,0.123260498046875,0,0.197201818227768,86473.1484375
"136","P135","20_2016",2572928.9306,1125718.6484,2.25247025489807,2.91581726074219,3.23229885101318,3.14614415168762,3.49366307258606,3.12532782554626,6.26587772369385,1.76421999931335,32146001,12047500,15962500,-49845000,84392496,15195000,56007500,28460000,32070000,-160000,56160000,18050000,29,6.40000009536743,14.1000003814697,-0.699999988079071,1507,153.800003051758,106.900001525879,13.6000003814697,451.200012207031,331.299987792969,451.200012207031,351.100006103516,8.39999961853027,34.0999984741211,612.299987792969,20.2000007629395,-4.5,24.7999992370605,14.1000003814697,2,441.799987792969,2559,1766.09997558594,1322.80004882812,49.0999984741211,65.9916305541992,60.0168991088867,0,0,0,0.00999999977648258,0,0,0,0,-0.552572250366211,-0.329852133989334,1235.53247070312,-0.828578770160675,-0.495791673660278,2.02499389648438,36.7617950439453,-0.00938796997070312,0.594371795654297,0,0,0,0,0,85855.484375
"137","P136","196",2570601.5092,1126399.4243,2.36528444290161,2.6742627620697,3.09459710121155,3.25455689430237,3.54766082763672,2.93338394165039,6.44211530685425,1.67274701595306,33060000,17037500,18542500,-7010000,41272500,9167500,94377504,42280000,43342500,-17500,94392496,25757500,31,6.80000019073486,14.5,-0.400000005960464,1422.69995117188,145.600006103516,98.6999969482422,14.1999998092651,429.299987792969,311,429.299987792969,326,8.39999961853027,33.7999992370605,615.299987792969,20.7000007629395,-4.19999980926514,24.8999996185303,14.5,2.40000009536743,458.899993896484,2684.89990234375,1872.80004882812,1416,49.2999992370605,56.969669342041,52.9662857055664,0,0,0,0,0,0,0,0,-0.290409296751022,-0.0880057811737061,1128.53247070312,-0.952060580253601,-0.293333142995834,0.777435302734375,17.9402484893799,0.0206298828125,0.256233215332031,0.341552734375,0.08538818359375,0,0,0.1707763671875,86048.828125
"138","P137","80_2016",2571654.5467,1127137.9755,2.14133715629578,2.97981524467468,3.38309049606323,3.09937262535095,3.421382188797,2.92696499824524,6.23352003097534,1.82189619541168,699937969,42730000,16062500,-55572500,882442496,156185000,87542496,38050000,39870000,-1842500,89385000,26462500,25,5.59999990463257,13.1000003814697,-1.39999997615814,1538.90002441406,156.399993896484,109.800003051758,13.3999996185303,458.899993896484,336.600006103516,458.899993896484,364,8.39999961853027,34.2999992370605,598.599975585938,19.2000007629395,-5.30000019073486,24.5,13.1000003814697,1.10000002384186,396.399993896484,2307.89990234375,1554.09997558594,1138.69995117188,49.2000007629395,78.9829635620117,75.9736785888672,0,0,0,0,0,0,0,0,0.73915421962738,0.219311445951462,1412.57006835938,-0.668604791164398,-0.197880610823631,0.889984130859375,17.2389793395996,-0.0143699645996094,0.229991912841797,0,0,0,0,0,83739.109375
"139","P138","213",2568199.1877,1126923.4638,2.35070323944092,2.83171677589417,3.22726702690125,3.10184454917908,3.19289827346802,2.87840867042542,6.40238904953003,1.68311655521393,115175996,16722500,17695000,-7375000,65607500,10875000,75045000,40792500,40535000,2550000,72495000,19925000,36,7.40000009536743,15.1999998092651,0,1327.90002441406,136.699996948242,90.3000030517578,15.1999998092651,406.200012207031,286.600006103516,406.200012207031,299.5,8.30000019073486,33.2999992370605,622.299987792969,21.2999992370605,-3.70000004768372,25,15.1999998092651,3,480.399993896484,2845.60009765625,2009.19995117188,1536.69995117188,49.0999984741211,50,50,0,0,0,0,0,0,0,0,0.144120946526527,0.0556252636015415,1070.04504394531,-0.989507436752319,-0.381957352161407,0.944976806640625,22.706428527832,-0.00248336791992188,0.326244354248047,1.131591796875,0.6536865234375,0.496337890625,0.176025390625,0.412208557128906,87319.5859375
"140","P139","632",2568462.8134,1126714.835,2.49680876731873,2.54659581184387,3.01993751525879,3.30327248573303,3.63554716110229,2.85212874412537,6.45334625244141,1.55070495605469,28126001,7387500,17145000,-216495008,244522496,43180000,80937504,40577500,42072500,3772500,77162496,19345000,36,7.69999980926514,15.6000003814697,0.100000001490116,1331,136.899993896484,90.5999984741211,15.1000003814697,407.100006103516,287.700012207031,407.100006103516,300.399993896484,8.30000019073486,33.2000007629395,627.200012207031,21.7000007629395,-3.40000009536743,25,15.6000003814697,3.40000009536743,489,2956.39990234375,2104.30004882812,1621.19995117188,49.2000007629395,50,50,0,0,0,0.280000001192093,0,0,0,0,0.318280249834061,0.138973474502563,976.39501953125,-0.939623892307281,-0.417596638202667,1.22747802734375,26.3657550811768,0.0590610504150391,0.402803421020508,0.11383056640625,0.0374755859375,0.018035888671875,0,0.0536684058606625,85216.234375
"141","P140","206",2568699.3651,1126298.9897,2.32150101661682,2.86907458305359,3.21479463577271,3.04698872566223,2.87684512138367,2.97237324714661,6.44029903411865,1.7355033159256,30800000,16345000,17727500,-3595000,35675000,7772500,74570000,40542500,43245000,5897500,68675000,18767500,36,8.39999961853027,16.3999996185303,0.699999988079071,1307.40002441406,134.199996948242,88.5999984741211,15.1999998092651,400.399993896484,282.899993896484,400.399993896484,294.200012207031,8.30000019073486,32.9000015258789,638.299987792969,22.6000003814697,-2.79999995231628,25.3999996185303,16.3999996185303,4.09999990463257,480.200012207031,3185.60009765625,2303.80004882812,1799.19995117188,49.2999992370605,50,50,0,0,0,0.140000000596046,0,0,0,0,0.742591202259064,0.237547188997269,792.717529296875,-0.668420553207397,-0.213875100016594,0.972503662109375,18.6631393432617,0.0121860504150391,0.262815475463867,0.3551025390625,0.290298461914062,0.294219970703125,0.2176513671875,0.0617986992001534,80680.0234375
"142","P141","179",2568343.2988,1126100.0946,2.51331615447998,2.55842995643616,3.02666449546814,3.29885172843933,3.57563257217407,2.87620568275452,6.49278593063354,1.61446189880371,81886001,20732500,20222500,7130000,87490000,15887500,90882496,47147500,47242500,4622500,86257504,25025000,37,8.39999961853027,16.3999996185303,0.699999988079071,1281.19995117188,131.5,86.5999984741211,15.3999996185303,393.200012207031,276.299987792969,393.200012207031,287.899993896484,8.30000019073486,32.9000015258789,638.400024414062,22.6000003814697,-2.79999995231628,25.3999996185303,16.3999996185303,4.09999990463257,486.5,3181.5,2300.10009765625,1796.09997558594,49.2999992370605,50,50,0,0,0,0.00999999977648258,0,0,0,0,0.896424114704132,0.386136293411255,802.402526855469,-0.435850650072098,-0.189440548419952,1.30747985839844,25.5803108215332,-0.0556221008300781,0.3699951171875,0.99566650390625,0.684173583984375,0.5810546875,0.57708740234375,0.20768965780735,79152.9765625
"143","P142","75_2016",2568045.8793,1125798.7409,2.46376347541809,2.57160520553589,3.04024338722229,3.33180522918701,3.64331364631653,2.89821887016296,6.50759363174438,1.59486544132233,179371992,20830000,16780000,-10065000,227232496,36157500,78395000,39767500,40657500,3805000,74587504,18140000,40,8.39999961853027,16.3999996185303,0.699999988079071,1237.5,127.400001525879,83.3000030517578,15.6000003814697,381,265.600006103516,381,277.200012207031,8.30000019073486,32.9000015258789,638.099975585938,22.6000003814697,-2.79999995231628,25.3999996185303,16.3999996185303,4.19999980926514,500.899993896484,3191.80004882812,2309.10009765625,1804,49.4000015258789,50,50,0,0,0,0,0,0,0,0,0.555509865283966,0.172193229198456,811.85498046875,-0.831182360649109,-0.259163290262222,0.912521362304688,18.1477718353271,0.0337581634521484,0.250631332397461,1.03216552734375,0.384307861328125,0.252532958984375,0,0.493182569742203,83834.515625
"144","P143","30",2569599.4605,1121999.4724,2.2520956993103,2.90228199958801,3.26938390731812,3.0243546962738,3.20708775520325,2.95364260673523,6.30252504348755,1.72601246833801,1160670000,65510000,20465000,-25315000,1463345024,259567500,260147504,38720000,38197500,-8285000,268432496,51380000,34,8.19999980926514,16.2000007629395,0.5,1306.90002441406,134.699996948242,87.8000030517578,15.3999996185303,401.600006103516,282.399993896484,401.600006103516,292,8.39999961853027,33,637.299987792969,22.3999996185303,-3.09999990463257,25.5,16.2000007629395,1.5,458.700012207031,3115.30004882812,2243.10009765625,1746.59997558594,48.2000007629395,57.9868659973145,50.0000076293945,0,0,0,0,0,0,0,0,-0.9885134100914,-0.377094954252243,1074.35998535156,-0.150351136922836,-0.0574090741574764,0.9375,22.4336967468262,0.0193748474121094,0.320621490478516,0.25927734375,0.105499267578125,0.08135986328125,0,0.12803915143013,72453.71875
"145","P144","87",2571122.4981,1124203.0004,2.3783438205719,2.74238967895508,3.18074822425842,3.13157200813293,2.94404435157776,2.84766912460327,6.52745294570923,1.76576721668243,31333999,18687500,19842500,907500,30415000,7360000,86257504,45317500,46785000,2965000,83292496,22635000,37,8.30000019073486,16.2000007629395,0.600000023841858,1330.09997558594,135.300003051758,90.5999984741211,14.6000003814697,404.100006103516,291.799987792969,404.100006103516,300.399993896484,8.30000019073486,32.9000015258789,635.299987792969,22.3999996185303,-2.90000009536743,25.2000007629395,16.2000007629395,1.60000002384186,498.700012207031,3139.39990234375,2267.5,1767.09997558594,49.2000007629395,50,50,0,0,0,0,0,0,0,0,0.449166566133499,0.16355973482132,829.710021972656,-0.892888009548187,-0.325348317623138,1.04249572753906,21.3664474487305,0.0103187561035156,0.303440093994141,1.10693359375,0.917861938476562,0.846160888671875,0.6729736328125,0.18982757627964,81542.4453125
"146","P145","53",2571573.1105,1123826,2.34790396690369,2.84581136703491,3.23586201667786,3.03570008277893,2.87148427963257,2.90409731864929,6.44796514511108,1.68662178516388,116110000,17560000,23550000,-142464992,267770000,41445000,95907504,42925000,43482500,-3252500,99157504,27560000,35,8.19999980926514,16.1000003814697,0.5,1353.59997558594,137.600006103516,92.5999984741211,14.3000001907349,409.200012207031,297.799987792969,409.200012207031,306.700012207031,8.30000019073486,33,635.099975585938,22.2999992370605,-3,25.2999992370605,16.1000003814697,1.5,499.899993896484,3117.89990234375,2249.80004882812,1751.30004882812,48.9000015258789,50,50,0,0,0,0,0,0,0,0,-0.994103491306305,-0.383599132299423,894.734985351562,-0.00178862735629082,0.002657032571733,1.02499389648438,22.7247676849365,-0.0321865081787109,0.328432083129883,0.30767822265625,0.0852813720703125,0.0167236328125,0,0.149100586771965,76913.4140625
"147","P146","671",2572997.0672,1122669.9799,2.21091079711914,3.09017753601074,3.18611216545105,3.06506252288818,3.40346646308899,3.22064590454102,6.29810047149658,1.88080823421478,2397182031,105505000,19967500,-336057504,3317485056,549960000,82042496,33137500,35735000,-12677500,94727504,27045000,33,7.59999990463257,15.3999996185303,0,1395.5,142.899993896484,95.5999984741211,14.1000003814697,420.399993896484,306.899993896484,420.399993896484,316.100006103516,8.5,33.7999992370605,626.099975585938,21.6000003814697,-3.59999990463257,25.2000007629395,15.3999996185303,1,480,2926.30004882812,2081,1600.30004882812,48.4000015258789,85.9915771484375,80.9845428466797,0,0,0,0.529999971389771,0,0,0,0,-0.526075601577759,-0.0509767159819603,1070.57006835938,-0.788617610931396,-0.0640809834003448,0.297515869140625,4.87837743759155,0.0175094604492188,0.1043701171875,8.893310546875,7.81094360351562,6.89532470703125,4.9505615234375,1.91252446174622,72804.3046875
"148","P147","890",2572945.4141,1123049.9792,2.38748145103455,2.81519341468811,3.34023213386536,3.08541631698608,2.89219689369202,2.85387277603149,6.29885149002075,1.74982237815857,77933999,10677500,17765000,-109417504,139975008,27267500,77140000,32085000,37492500,-4832500,81972496,21987500,35,7.40000009536743,15.1000003814697,0,1400.90002441406,143.5,96.0999984741211,14.1000003814697,422,308.200012207031,422,317.600006103516,8.39999961853027,33.5999984741211,620.700012207031,21.2999992370605,-3.70000004768372,25,15.1000003814697,0.800000011920929,492.299987792969,2859.89990234375,2023.90002441406,1549.19995117188,48.5,51.9922256469727,50,0,0,0,0.0199999995529652,0,0,0,0,-0.141069382429123,-0.0631162747740746,1118.72241210938,-0.986194431781769,-0.448793470859528,1.14996337890625,27.0642642974854,0.0512313842773438,0.394371032714844,25.070068359375,6.33462524414062,0.13421630859375,0,12.4909362792969,83940.8671875
"149","P148","32",2572198.7381,1124600.0514,2.04018545150757,3.17079591751099,3.39757251739502,2.954176902771,3.24751567840576,3.07650256156921,6.20032119750977,1.86512982845306,158612002,19645000,18080000,-7992500,199535008,37135000,72790000,32415000,39232500,-7607500,80395000,24292500,27,7.19999980926514,14.8999996185303,-0.200000002980232,1383.90002441406,141.399993896484,94.5999984741211,14.1999998092651,417.299987792969,305.100006103516,417.299987792969,313.399993896484,8.30000019073486,33.5999984741211,619.5,21.1000003814697,-3.79999995231628,24.8999996185303,14.8999996185303,0.600000023841858,377.5,2800,1972.19995117188,1503.30004882812,49,79.992546081543,78.9999465942383,0,0,0,0,0,0,0,0,-0.696658968925476,-0.258248388767242,1135.55004882812,0.716502964496613,0.265774518251419,1.14999389648438,21.7677040100098,-0.00906753540039062,0.293422698974609,0.0699462890625,0.0286865234375,0.02239990234375,0,0.0346787124872208,63945.57421875
"150","P149","657",2572681.9752,1125041.7817,2.00490736961365,3.28181648254395,3.47311592102051,2.89102005958557,2.92403626441956,3.22302341461182,6.22923183441162,1.89913392066956,91347998,15872500,20112500,-115957504,215204992,35550000,97562496,34697500,38467500,-29247500,126810000,30042500,25,7,14.6999998092651,-0.300000011920929,1442.30004882812,147.5,100.300003051758,13.8999996185303,433.100006103516,318.100006103516,433.100006103516,330.600006103516,8.39999961853027,33.7000007629395,617.400024414062,20.7999992370605,-4,24.7999992370605,14.6999998092651,2.5,386.100006103516,2729,1911.09997558594,1449.5,49,89.02197265625,86.9999542236328,0,0,0,0.0799999982118607,0,0,0,0,-0.893558859825134,-0.228580057621002,1126.51245117188,0.440773844718933,0.112626135349274,0.697509765625,14.8186473846436,-0.000301361083984375,0.209056854248047,0.52783203125,0.1900634765625,0.1162109375,0,0.250419706106186,70932.828125
"151","P150","218",2572202.5095,1124701.7128,2.02600741386414,3.22002482414246,3.44002890586853,2.91162538528442,3.09083008766174,3.07924461364746,6.20148181915283,1.88558673858643,66866001,15907500,19005000,-33777500,108375000,17870000,73950000,33657500,40670000,-8660000,82612496,25627500,28,7.19999980926514,14.8999996185303,-0.200000002980232,1390.80004882812,142.199996948242,95.4000015258789,14.1000003814697,419.299987792969,306.899993896484,419.299987792969,315.600006103516,8.30000019073486,33.5999984741211,620.5,21.1000003814697,-3.79999995231628,24.8999996185303,14.8999996185303,2.70000004768372,403.799987792969,2806,1977.30004882812,1507.80004882812,49,79.9886093139648,74.0034027099609,0,0,0,0,0,0,0,0,-0.979483127593994,-0.259952992200851,1110.95251464844,0.200915157794952,0.0533084273338318,0.632476806640625,15.3915042877197,0.00563812255859375,0.217491149902344,0.007568359375,0.00189208984375,0,0,0.0037841796875,77056.046875
"152","P151","815",2577699.9938,1127074.0341,2.44126653671265,2.76524615287781,3.21855020523071,3.24162340164185,3.60993981361389,2.59943056106567,6.4139461517334,1.70983946323395,36042000,12137500,12835000,-10790000,50020000,11822500,77447504,27010000,23762500,-5990000,83440000,27100000,20,4.5,11.6999998092651,-2.09999990463257,1822.69995117188,182.199996948242,122.400001525879,13.3000001907349,538.099975585938,396.799987792969,538.099975585938,453.200012207031,7.90000009536743,33.5999984741211,578.299987792969,17.3999996185303,-6,23.5,11.6999998092651,0,383.100006103516,1984.30004882812,1285.5,909.700012207031,47.9000015258789,110.038642883301,106.050521850586,0,0,0,0,0,0,0,0,-0.681302487850189,-0.242364808917046,1683.25,-0.731555581092834,-0.259945690631866,1.07748413085938,20.8262767791748,-0.00905227661132812,0.276569366455078,0,0,0,0,0,81277.109375
"153","P152","299",2566898.7591,1128704.9746,2.32339143753052,2.72984290122986,3.14418625831604,3.20391869544983,3.3370532989502,2.86842679977417,6.4814281463623,1.69530510902405,37180000,15342500,16900000,-2352500,29852500,7117500,70555000,36997500,38335000,2395000,68157504,17675000,40,8.60000038146973,16.5,0.800000011920929,1248.30004882812,130.899993896484,81.5999984741211,16.3999996185303,386.600006103516,265.200012207031,386.600006103516,272.700012207031,8.39999961853027,32.7999992370605,640.400024414062,22.7999992370605,-2.79999995231628,25.6000003814697,16.5,4.30000019073486,514.200012207031,3227.60009765625,2339.60009765625,1831.19995117188,48.7000007629395,50,50,0,0,0,0,0,0,0,0,0.584540128707886,0.179140090942383,841.155029296875,-0.808595955371857,-0.244814991950989,0.917510986328125,17.7088088989258,0.0278091430664062,0.242191314697266,0,0,0,0,0,80653.21875
"154","P153","301",2567033.3263,1128732.9634,2.36645817756653,2.77324652671814,3.09772849082947,3.18576765060425,3.5308313369751,3.03258943557739,6.43905782699585,1.69686710834503,72896001,16920000,18760000,-25430000,92877504,15395000,73802496,42037500,44820000,2702500,71100000,19947500,41,8.5,16.5,0.800000011920929,1266.40002441406,132.600006103516,83.1999969482422,16.2000007629395,391.200012207031,269.600006103516,391.200012207031,277.700012207031,8.30000019073486,32.7999992370605,639.299987792969,22.7000007629395,-2.70000004768372,25.5,16.5,4.19999980926514,530.099975585938,3221.10009765625,2333.89990234375,1826,48.5999984741211,50,50,0,0,0,0,0,0,0,0,0.0995662063360214,0.0407757349312305,827.3125,-0.991686046123505,-0.39458817243576,0.987503051757812,23.4555854797363,-0.0253124237060547,0.338438034057617,0.330322265625,0.134796142578125,0.06219482421875,0,0.140286862850189,83780.8203125
"155","P154","648",2567443.2998,1128795.92499999,2.45891094207764,2.58149456977844,3.06638240814209,3.28252148628235,3.51910257339478,2.79619073867798,6.490403175354,1.62630689144135,35873999,15060000,18362500,-12922500,45442500,11050000,77400000,38057500,43705000,-13410000,90810000,25852500,38,8.19999980926514,16.1000003814697,0.5,1309,136.699996948242,87.0999984741211,15.8999996185303,402.600006103516,280.100006103516,402.600006103516,289.600006103516,8.30000019073486,32.9000015258789,632.599975585938,22.2999992370605,-3,25.2999992370605,16.1000003814697,3.90000009536743,514.799987792969,3111.39990234375,2238.30004882812,1740.5,48.5,50,50,0,0,0,0.600000023841858,0,0,0,0,-0.525144279003143,-0.266151875257492,905.539978027344,-0.850746095180511,-0.431352168321609,1.62498474121094,30.4701709747314,0.0196743011474609,0.455934524536133,0.8419189453125,0.368270874023438,0.256256103515625,0,0.3843092918396,84750.4453125
"156","P155","505",2568002.0673,1128000.9629,2.10721158981323,3.06265711784363,3.36749601364136,3.01302075386047,3.51037287712097,2.87132930755615,6.24148797988892,1.82983684539795,32176001,13982500,15735000,-2950000,31717500,7605000,79862496,34142500,39507500,-1562500,81427504,24982500,27,6.5,14.1999998092651,-0.600000023841858,1363.80004882812,141.100006103516,92.9000015258789,15.1000003814697,416.100006103516,293.799987792969,416.100006103516,308,8.30000019073486,33.7000007629395,610.5,20.2000007629395,-4.40000009536743,24.6000003814697,14.1999998092651,2.09999990463257,380,2591.30004882812,1791.90002441406,1345.09997558594,48.7000007629395,86.9958648681641,85.9880905151367,0,0,0,0,0,0,0,0,0.829649031162262,0.0535820163786411,1310.11999511719,-0.0993421152234077,-0.0204857233911753,0.274993896484375,3.89456605911255,0.0243759155273438,0.09002685546875,0.1116943359375,0.0552978515625,0.0389404296875,0,0.0493599995970726,74529.859375
"157","P156","669",2569848.0637,1128505.0723,2.32332396507263,2.89690685272217,3.29713153839111,3.13414812088013,3.17494606971741,2.94111847877502,6.29097461700439,1.721959233284,34160000,13980000,15412500,-33667500,69462496,13640000,81925000,38725000,41357500,-1497500,83420000,24882500,27,5.90000009536743,13.3999996185303,-1.10000002384186,1576.40002441406,160.5,109.300003051758,13.3000001907349,468.399993896484,342.700012207031,468.399993896484,376.799987792969,8.19999980926514,33.7000007629395,599.299987792969,19.3999996185303,-4.90000009536743,24.2000007629395,13.3999996185303,1.39999997615814,431.799987792969,2381.19995117188,1613.5,1189.30004882812,48.2999992370605,68.9872055053711,65.9678039550781,0,0,0,0.109999999403954,0,0,0,0,-0.133084908127785,-0.0514178238809109,1359.09252929688,-0.989421427249908,-0.377688616514206,0.934967041015625,22.4686832427979,0.053741455078125,0.325614929199219,0.3070068359375,0.12506103515625,0.07342529296875,0,0.135903120040894,88239.03125
"158","P157","652",2573297.1372,1122711.8246,2.18074703216553,3.08957409858704,3.2359459400177,3.03812718391418,3.51835966110229,3.37916827201843,6.28667449951172,1.80989038944244,92450000,-133780000,18722500,-3935827456,3984277504,751045000,85642496,37455000,44010000,-14305000,99947504,30207500,30,7.5,15.3000001907349,0,1416.59997558594,145.300003051758,97.1999969482422,14.1999998092651,427,311.799987792969,427,320.899993896484,8.5,34,622,21.5,-3.59999990463257,25.1000003814697,15.3000001907349,0.899999976158142,439,2896.5,2053.5,1575.09997558594,48.5,87.0062713623047,84.9861373901367,0,0,0,0,0,0,0,0,-0.377008050680161,-0.0298890843987465,1078.69250488281,0.866000413894653,0.0567176043987274,0.179962158203125,3.8631751537323,-0.0281143188476562,0.0599822998046875,0,0,0,0,0,69310.109375
"159","P158","728",2574338.9191,1120264.9366,2.77708125114441,2.90382671356201,2.95382809638977,3.18095827102661,3.58088827133179,2.57311582565308,6.64243793487549,1.75305008888245,427891992,25680000,1240000,-61615000,531082496,109135000,51732500,3637500,1845000,-225484992,277217504,54247500,17,4.90000009536743,12.1999998092651,-1.79999995231628,1729.40002441406,178.5,121.300003051758,14.1000003814697,521,378.899993896484,521,399.700012207031,7.69999980926514,32.7999992370605,587.5,17.8999996185303,-5.59999990463257,23.5,12.1999998092651,0.300000011920929,309,2125.5,1400.69995117188,1006.79998779297,47.9000015258789,107.08854675293,119.033241271973,0,0,0,0,0,0.680000007152557,0,0,-0.929316520690918,-0.30175107717514,1489.794921875,-0.368709623813629,-0.11970030516386,0.884979248046875,18.9475402832031,0.00499725341796875,0.271873474121094,0.3658447265625,0.11126708984375,0.021484375,0,0.170764580368996,66183.2734375
"160","P159","307",2574493.8254,1120197.7897,3.19884181022644,2.85116338729858,2.58116126060486,3.2068943977356,3.69779062271118,2.38870167732239,6.77234315872192,1.69431638717651,85757998,-540000,102500,-45290000,123882496,26890000,73957504,5845000,337500,-63177500,137135008,30290000,12,4.5,11.8000001907349,-2.20000004768372,1744.59997558594,180.100006103516,122.400001525879,14.1000003814697,525.700012207031,382.100006103516,525.700012207031,403.299987792969,7.59999990463257,32.5999984741211,584,17.3999996185303,-5.90000009536743,23.2999992370605,11.8000001907349,0,241.100006103516,2016.59997558594,1311.90002441406,931.599975585938,47.9000015258789,50.2063674926758,50.2233619689941,0,0,0,0,0,1,0,0,-0.765622079372406,-0.442542433738708,1581.37255859375,0.641963541507721,0.371121138334274,2.00997924804688,35.3167114257812,0.00873947143554688,0.520000457763672,0,0,0,0,0,51951.99609375
"161","P160","57",2574300,1119800,2.89731407165527,2.86026501655579,2.80089211463928,3.21312594413757,3.61025810241699,2.43392658233643,6.74908351898193,1.74530160427094,74016001,7010000,1017500,-33172500,112747504,23730000,167724992,14200000,2195000,-9300000,177024992,39912500,13,3.79999995231628,11,-2.59999990463257,1793.80004882812,184.899993896484,126.599998474121,14,539.5,393.100006103516,539.5,417.100006103516,7.40000009536743,32.4000015258789,574.599975585938,16.6000003814697,-6.40000009536743,23.1000003814697,11,-0.600000023841858,257.899993896484,1851.40002441406,1178.69995117188,820.5,47.9000015258789,117.936958312988,124.011787414551,0,0,0,0,0,1,0,0,-0.878682792186737,-0.485364079475403,1573.30749511719,0.469441205263138,0.260416179895401,1.7774658203125,33.5703430175781,-0.0412406921386719,0.513118743896484,1.04736328125,0.5057373046875,0.36279296875,0,0.470058113336563,56725.34375
"162","P161","25",2571096.688,1120205.1392,2.09755825996399,3.15498352050781,3.41583776473999,2.97201728820801,3.52374291419983,2.85429263114929,6.22681379318237,1.84716403484344,79763999,14552500,12900000,-2547500,96367504,20077500,82352496,25675000,21030000,-8205000,90555000,28137500,18,5.5,13,-1.39999997615814,1693.5,172.899993896484,120.5,13.3000001907349,504.899993896484,372.5,504.899993896484,397.600006103516,7.90000009536743,33,597,18.7999992370605,-5,23.8999996185303,13,1,336.200012207031,2302.10009765625,1548.19995117188,1133.30004882812,47.4000015258789,124.998901367188,122.00218963623,0,0,0,0,0,0,0,0,-0.969424903392792,-0.349587023258209,1654.34753417969,0.239249616861343,0.0862420052289963,0.925018310546875,21.1408042907715,0.00063323974609375,0.302505493164062,0.422119140625,0.33367919921875,0.2962646484375,0.265869140625,0.0649470239877701,62685.1796875
"163","P162","765",2571275.3933,1120622.951,2.37783789634705,3.00386214256287,3.32511830329895,3.02438712120056,3.17996835708618,2.78468036651611,6.32598352432251,1.67657160758972,51617998,7537500,7067500,-33460000,65240000,15590000,82660000,23755000,5330000,-12782500,95445000,31905000,19,5.59999990463257,13,-1.29999995231628,1647.19995117188,168.300003051758,116.599998474121,13.3999996185303,492.100006103516,362.399993896484,492.100006103516,384.600006103516,7.90000009536743,33.0999984741211,597.799987792969,18.8999996185303,-5,23.8999996185303,13,1.10000002384186,329.100006103516,2328.39990234375,1570.09997558594,1152.09997558594,47.5,121.000007629395,121.000007629395,0,0,0,0,0,0,0,0,-0.984376549720764,-0.537662029266357,1647.32250976562,0.175410896539688,0.0960453003644943,1.51498413085938,33.1262130737305,-0.03656005859375,0.510932922363281,0.0955810546875,0.023895263671875,0,0,0.04779052734375,65812.828125
